product_sku,name,category,subcategory,brand,price,discount_pct,stock_qty,rating,review_count,is_new_arrival,tags,color,size_range,description,image_url,collection
SKU_000513,Elevated Grey Outerwear,Outerwear,Men's,PeakWear,292.13,0,766,4.2,2047,False,workwear|premium|bestseller,Grey,XS-3XL,A elevated grey piece from our Outerwear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000513.jpg,Summer 2025
SKU_000514,Slim Grey Footwear,Footwear,Men's,UrbanThread,82.52,30,286,3.1,955,True,new-arrival,Grey,6-14,A slim grey piece from our Footwear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000514.jpg,Spring 2026
SKU_000515,Vintage White Accessories,Accessories,Women's,PeakWear,165.94,5,947,3.7,1348,False,bestseller|new-arrival|sustainable|collab,White,XS-3XL,A vintage white piece from our Accessories collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000515.jpg,Winter 2025
SKU_000516,Relaxed Cream Basics,Basics,Unisex,CoreBasics,346.75,20,449,4.0,3722,False,new-arrival|collab,Cream,6-14,A relaxed cream piece from our Basics collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000516.jpg,Fall 2025
SKU_000517,Urban Cream Formal,Formal,Unisex,Atelier,53.0,0,464,3.7,4539,True,limited|sustainable,Cream,S-XXL,A urban cream piece from our Formal collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000517.jpg,Summer 2025
SKU_000518,Sport Cobalt Swimwear,Swimwear,Unisex,NeoFit,214.14,40,33,4.8,773,False,premium,Cobalt,XS-3XL,A sport cobalt piece from our Swimwear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000518.jpg,Winter 2025
SKU_000519,Elevated White Loungewear,Loungewear,Men's,Meridian,159.88,40,900,4.3,947,False,limited|trending|premium,White,6-14,A elevated white piece from our Loungewear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000519.jpg,Fall 2025
SKU_000520,Vintage Terracotta Sportswear,Sportswear,Women's,PeakWear,360.86,0,217,4.5,396,False,sustainable|athletic|premium,Terracotta,XS-3XL,A vintage terracotta piece from our Sportswear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000520.jpg,Winter 2025
SKU_000521,Slim Navy Denim,Denim,Kids,LuxLine,442.82,10,136,3.7,2317,False,workwear|bestseller|trending,Navy,XS-3XL,A slim navy piece from our Denim collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000521.jpg,Summer 2025
SKU_000522,Sport White Activewear,Activewear,Men's,DriftCo,216.22,5,548,3.3,2939,False,premium|casual|trending,White,S-XXL,A sport white piece from our Activewear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000522.jpg,Winter 2025
SKU_000523,Relaxed Terracotta Outerwear,Outerwear,Men's,LuxLine,209.62,20,367,3.5,239,False,casual,Terracotta,6-14,A relaxed terracotta piece from our Outerwear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000523.jpg,Winter 2025
SKU_000524,Vintage Black Footwear,Footwear,Kids,Atelier,322.58,0,603,3.4,4959,False,collab|bestseller|trending|premium,Black,S-XXL,A vintage black piece from our Footwear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000524.jpg,Winter 2025
SKU_000525,Elevated White Accessories,Accessories,Kids,UrbanThread,410.18,0,782,4.4,4300,True,new-arrival|athletic|collab|bestseller,White,XS-3XL,A elevated white piece from our Accessories collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000525.jpg,Capsule
SKU_000526,Urban Burgundy Basics,Basics,Men's,DriftCo,205.13,30,925,3.9,1836,False,premium|collab,Burgundy,XS-3XL,A urban burgundy piece from our Basics collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000526.jpg,Spring 2026
SKU_000527,Essential Black Formal,Formal,Unisex,Arc,441.61,0,239,3.8,2378,False,athletic|premium|limited|trending,Black,XS-3XL,A essential black piece from our Formal collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000527.jpg,Summer 2025
SKU_000528,Tech Cobalt Swimwear,Swimwear,Men's,LuxLine,80.57,40,23,4.6,614,True,new-arrival|workwear|athletic,Cobalt,6-14,A tech cobalt piece from our Swimwear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000528.jpg,Summer 2025
SKU_000529,Sport White Loungewear,Loungewear,Kids,Atelier,411.3,30,447,4.7,4776,False,new-arrival|collab|limited,White,XS-XL,A sport white piece from our Loungewear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000529.jpg,Fall 2025
SKU_000530,Urban Navy Sportswear,Sportswear,Men's,Meridian,181.23,25,631,3.6,779,False,premium|athletic,Navy,S-XXL,A urban navy piece from our Sportswear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000530.jpg,Spring 2026
SKU_000531,Urban Black Denim,Denim,Unisex,NeoFit,212.03,0,661,4.3,4798,False,athletic,Black,XS-3XL,A urban black piece from our Denim collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000531.jpg,Summer 2025
SKU_000532,Essential Terracotta Activewear,Activewear,Men's,Meridian,148.31,40,710,2.5,3516,False,sustainable|athletic|casual|workwear,Terracotta,6-14,A essential terracotta piece from our Activewear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000532.jpg,Capsule
SKU_000533,Premium Grey Outerwear,Outerwear,Women's,Arc,305.45,10,570,3.9,1107,False,workwear|casual,Grey,S-XXL,A premium grey piece from our Outerwear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000533.jpg,Spring 2026
SKU_000534,Relaxed Terracotta Footwear,Footwear,Kids,CoreBasics,157.64,10,468,3.3,3909,False,trending|workwear|limited|athletic,Terracotta,6-14,A relaxed terracotta piece from our Footwear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000534.jpg,Spring 2026
SKU_000535,Classic Camel Accessories,Accessories,Women's,Arc,48.28,10,160,3.7,4463,True,new-arrival,Camel,XS-3XL,A classic camel piece from our Accessories collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000535.jpg,Fall 2025
SKU_000536,Tech Terracotta Basics,Basics,Kids,Meridian,164.2,0,361,4.3,2459,False,casual,Terracotta,XS-XL,A tech terracotta piece from our Basics collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000536.jpg,Summer 2025
SKU_000537,Sport Terracotta Formal,Formal,Men's,CoreBasics,417.46,5,618,4.1,4984,False,casual|premium|new-arrival,Terracotta,XS-XL,A sport terracotta piece from our Formal collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000537.jpg,Winter 2025
SKU_000538,Premium Camel Swimwear,Swimwear,Unisex,UrbanThread,142.91,10,536,3.8,2276,False,collab|trending|workwear|bestseller,Camel,S-XXL,A premium camel piece from our Swimwear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000538.jpg,Winter 2025
SKU_000539,Sport Black Loungewear,Loungewear,Men's,CoreBasics,322.58,0,431,3.1,2460,True,sustainable|collab|casual|new-arrival,Black,S-XXL,A sport black piece from our Loungewear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000539.jpg,Summer 2025
SKU_000540,Sport Olive Sportswear,Sportswear,Women's,Atelier,153.0,10,714,4.7,2804,False,new-arrival|trending|sustainable|workwear,Olive,S-XXL,A sport olive piece from our Sportswear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000540.jpg,Capsule
SKU_000541,Classic Olive Denim,Denim,Kids,CoreBasics,322.67,0,412,3.9,754,False,bestseller|trending|premium,Olive,S-XXL,A classic olive piece from our Denim collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000541.jpg,Fall 2025
SKU_000542,Relaxed Camel Activewear,Activewear,Men's,LuxLine,183.4,20,350,4.3,4375,False,collab,Camel,XS-3XL,A relaxed camel piece from our Activewear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000542.jpg,Capsule
SKU_000543,Sport Olive Outerwear,Outerwear,Unisex,Arc,448.95,15,790,4.6,1027,False,new-arrival|collab,Olive,XS-3XL,A sport olive piece from our Outerwear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000543.jpg,Summer 2025
SKU_000544,Sport White Footwear,Footwear,Women's,DriftCo,23.02,30,840,3.7,4226,False,bestseller|trending,White,XS-XL,A sport white piece from our Footwear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000544.jpg,Winter 2025
SKU_000545,Slim Terracotta Accessories,Accessories,Kids,Arc,278.37,0,242,4.9,1703,False,trending|casual|bestseller,Terracotta,XS-XL,A slim terracotta piece from our Accessories collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000545.jpg,Summer 2025
SKU_000546,Essential Cream Basics,Basics,Unisex,LuxLine,156.15,15,846,3.1,4073,False,casual,Cream,S-XXL,A essential cream piece from our Basics collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000546.jpg,Winter 2025
SKU_000547,Relaxed Grey Formal,Formal,Kids,Meridian,333.02,0,556,2.6,1604,False,casual|collab|athletic|new-arrival,Grey,6-14,A relaxed grey piece from our Formal collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000547.jpg,Winter 2025
SKU_000548,Sport Cream Swimwear,Swimwear,Women's,DriftCo,187.22,0,662,3.8,4418,True,limited|new-arrival,Cream,XS-3XL,A sport cream piece from our Swimwear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000548.jpg,Winter 2025
SKU_000549,Premium Cream Loungewear,Loungewear,Unisex,LuxLine,248.26,30,373,4.5,1541,False,casual|workwear|athletic|new-arrival,Cream,XS-XL,A premium cream piece from our Loungewear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000549.jpg,Spring 2026
SKU_000550,Relaxed Camel Sportswear,Sportswear,Men's,UrbanThread,436.45,0,863,3.3,3508,False,casual|collab|limited,Camel,XS-3XL,A relaxed camel piece from our Sportswear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000550.jpg,Fall 2025
SKU_000551,Relaxed Olive Denim,Denim,Unisex,DriftCo,294.94,5,501,2.6,664,False,new-arrival,Olive,S-XXL,A relaxed olive piece from our Denim collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000551.jpg,Winter 2025
SKU_000552,Urban Cobalt Activewear,Activewear,Men's,Atelier,399.82,30,296,4.1,1350,False,collab|premium|limited|athletic,Cobalt,S-XXL,A urban cobalt piece from our Activewear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000552.jpg,Summer 2025
SKU_000553,Slim Camel Outerwear,Outerwear,Men's,UrbanThread,410.34,40,643,4.7,1921,False,sustainable|trending|premium,Camel,S-XXL,A slim camel piece from our Outerwear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000553.jpg,Spring 2026
SKU_000554,Sport Burgundy Footwear,Footwear,Unisex,Meridian,100.52,10,121,2.9,4281,False,limited|trending|casual|bestseller,Burgundy,6-14,A sport burgundy piece from our Footwear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000554.jpg,Spring 2026
SKU_000555,Elevated Grey Accessories,Accessories,Kids,DriftCo,249.05,5,532,3.3,2881,False,workwear|premium|limited|casual,Grey,6-14,A elevated grey piece from our Accessories collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000555.jpg,Winter 2025
SKU_000556,Premium White Basics,Basics,Men's,LuxLine,137.27,10,540,3.4,2160,False,trending|collab|new-arrival,White,S-XXL,A premium white piece from our Basics collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000556.jpg,Spring 2026
SKU_000557,Tech Cream Formal,Formal,Women's,PeakWear,368.38,30,504,4.9,1849,False,premium|collab|sustainable,Cream,XS-3XL,A tech cream piece from our Formal collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000557.jpg,Capsule
SKU_000558,Urban Cream Swimwear,Swimwear,Men's,Foundry,57.27,25,649,4.4,4715,True,bestseller|collab|trending|premium,Cream,S-XXL,A urban cream piece from our Swimwear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000558.jpg,Summer 2025
SKU_000559,Sport Terracotta Loungewear,Loungewear,Women's,NeoFit,131.76,20,722,2.6,1397,False,premium|sustainable|casual|trending,Terracotta,XS-3XL,A sport terracotta piece from our Loungewear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000559.jpg,Summer 2025
SKU_000560,Urban Camel Sportswear,Sportswear,Kids,Meridian,214.55,0,104,4.3,1516,True,sustainable|collab,Camel,6-14,A urban camel piece from our Sportswear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000560.jpg,Capsule
SKU_000561,Slim White Denim,Denim,Kids,Foundry,185.83,20,731,2.7,3249,False,premium|trending|sustainable|workwear,White,S-XXL,A slim white piece from our Denim collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000561.jpg,Winter 2025
SKU_000562,Urban Cream Activewear,Activewear,Unisex,Atelier,163.82,0,971,4.0,4205,False,sustainable|new-arrival|trending|limited,Cream,XS-3XL,A urban cream piece from our Activewear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000562.jpg,Spring 2026
SKU_000563,Elevated Burgundy Outerwear,Outerwear,Kids,Arc,53.05,25,572,3.5,3618,False,bestseller|trending,Burgundy,6-14,A elevated burgundy piece from our Outerwear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000563.jpg,Winter 2025
SKU_000564,Classic Navy Footwear,Footwear,Unisex,DriftCo,40.89,0,925,4.3,2102,False,premium|workwear,Navy,S-XXL,A classic navy piece from our Footwear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000564.jpg,Spring 2026
SKU_000565,Elevated Navy Accessories,Accessories,Women's,NeoFit,295.52,0,298,4.1,1049,False,bestseller|casual|trending|premium,Navy,S-XXL,A elevated navy piece from our Accessories collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000565.jpg,Fall 2025
SKU_000566,Sport Terracotta Basics,Basics,Kids,Atelier,353.0,5,872,3.4,3068,False,collab|bestseller,Terracotta,XS-3XL,A sport terracotta piece from our Basics collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000566.jpg,Capsule
SKU_000567,Vintage Camel Formal,Formal,Unisex,Atelier,277.18,20,755,3.0,4522,False,collab|limited|trending|workwear,Camel,S-XXL,A vintage camel piece from our Formal collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000567.jpg,Spring 2026
SKU_000568,Elevated Cobalt Swimwear,Swimwear,Unisex,CoreBasics,94.37,0,555,3.3,932,True,workwear|casual,Cobalt,XS-3XL,A elevated cobalt piece from our Swimwear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000568.jpg,Winter 2025
SKU_000569,Classic Camel Loungewear,Loungewear,Men's,DriftCo,314.82,30,571,4.9,2603,True,premium|athletic|sustainable|trending,Camel,XS-3XL,A classic camel piece from our Loungewear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000569.jpg,Winter 2025
SKU_000570,Vintage Black Sportswear,Sportswear,Women's,LuxLine,215.84,0,180,4.6,3386,False,bestseller|collab,Black,6-14,A vintage black piece from our Sportswear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000570.jpg,Fall 2025
SKU_000571,Urban Cobalt Denim,Denim,Women's,CoreBasics,198.32,10,11,2.8,133,False,sustainable|new-arrival|casual|limited,Cobalt,6-14,A urban cobalt piece from our Denim collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000571.jpg,Spring 2026
SKU_000572,Relaxed Black Activewear,Activewear,Unisex,CoreBasics,153.94,5,148,3.2,842,False,trending|casual|premium,Black,6-14,A relaxed black piece from our Activewear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000572.jpg,Capsule
SKU_000573,Premium Burgundy Outerwear,Outerwear,Unisex,Arc,380.19,0,327,2.8,3867,False,casual|limited,Burgundy,XS-3XL,A premium burgundy piece from our Outerwear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000573.jpg,Winter 2025
SKU_000574,Classic White Footwear,Footwear,Kids,UrbanThread,192.02,30,473,4.8,1158,False,sustainable|bestseller|premium,White,S-XXL,A classic white piece from our Footwear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000574.jpg,Capsule
SKU_000575,Relaxed Cobalt Accessories,Accessories,Unisex,UrbanThread,251.6,30,608,4.8,4898,False,limited|trending|sustainable,Cobalt,XS-XL,A relaxed cobalt piece from our Accessories collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000575.jpg,Spring 2026
SKU_000576,Classic Cobalt Basics,Basics,Kids,CoreBasics,189.53,15,133,3.9,3750,False,casual|collab,Cobalt,6-14,A classic cobalt piece from our Basics collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000576.jpg,Fall 2025
SKU_000577,Classic Camel Formal,Formal,Men's,Meridian,95.9,0,335,4.4,121,True,limited,Camel,XS-XL,A classic camel piece from our Formal collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000577.jpg,Winter 2025
SKU_000578,Classic Cobalt Swimwear,Swimwear,Kids,Foundry,58.58,5,611,3.6,3317,False,athletic|limited,Cobalt,XS-3XL,A classic cobalt piece from our Swimwear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000578.jpg,Winter 2025
SKU_000579,Sport Navy Loungewear,Loungewear,Women's,UrbanThread,449.91,0,794,4.5,2006,False,new-arrival|workwear|premium,Navy,XS-3XL,A sport navy piece from our Loungewear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000579.jpg,Winter 2025
SKU_000580,Tech Grey Sportswear,Sportswear,Unisex,DriftCo,52.33,0,362,5.0,2912,False,bestseller|sustainable,Grey,XS-XL,A tech grey piece from our Sportswear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000580.jpg,Fall 2025
SKU_000581,Elevated Navy Denim,Denim,Unisex,PeakWear,175.41,20,895,3.6,3786,False,sustainable|trending|new-arrival,Navy,XS-XL,A elevated navy piece from our Denim collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000581.jpg,Spring 2026
SKU_000582,Vintage Burgundy Activewear,Activewear,Men's,UrbanThread,224.12,0,204,3.0,1275,False,sustainable|limited|workwear|trending,Burgundy,XS-3XL,A vintage burgundy piece from our Activewear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000582.jpg,Spring 2026
SKU_000583,Essential Camel Outerwear,Outerwear,Women's,Meridian,142.65,10,11,3.3,195,False,new-arrival|bestseller,Camel,6-14,A essential camel piece from our Outerwear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000583.jpg,Fall 2025
SKU_000584,Classic Camel Footwear,Footwear,Women's,NeoFit,341.68,15,188,2.9,2900,False,new-arrival,Camel,XS-3XL,A classic camel piece from our Footwear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000584.jpg,Winter 2025
SKU_000585,Relaxed Camel Accessories,Accessories,Women's,UrbanThread,379.48,30,898,3.9,2474,False,bestseller|collab|workwear|casual,Camel,6-14,A relaxed camel piece from our Accessories collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000585.jpg,Fall 2025
SKU_000586,Sport Black Basics,Basics,Men's,Arc,246.12,10,712,3.3,1691,False,bestseller,Black,S-XXL,A sport black piece from our Basics collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000586.jpg,Spring 2026
SKU_000587,Premium Black Formal,Formal,Women's,Meridian,153.36,5,724,3.7,3839,False,limited,Black,6-14,A premium black piece from our Formal collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000587.jpg,Capsule
SKU_000588,Classic Grey Swimwear,Swimwear,Men's,LuxLine,311.22,15,630,3.7,4850,False,premium|bestseller|sustainable|new-arrival,Grey,XS-XL,A classic grey piece from our Swimwear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000588.jpg,Summer 2025
SKU_000589,Essential Burgundy Loungewear,Loungewear,Unisex,Arc,170.7,30,155,4.0,4180,False,trending|workwear|limited,Burgundy,XS-3XL,A essential burgundy piece from our Loungewear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000589.jpg,Spring 2026
SKU_000590,Vintage Cobalt Sportswear,Sportswear,Unisex,Meridian,314.16,30,654,3.8,1746,False,athletic|workwear|collab,Cobalt,S-XXL,A vintage cobalt piece from our Sportswear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000590.jpg,Capsule
SKU_000591,Elevated Olive Denim,Denim,Women's,Meridian,205.36,0,918,2.9,4540,False,new-arrival|premium|collab,Olive,XS-XL,A elevated olive piece from our Denim collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000591.jpg,Summer 2025
SKU_000592,Urban Cream Activewear,Activewear,Unisex,CoreBasics,446.81,15,200,3.7,4666,False,athletic|workwear,Cream,XS-3XL,A urban cream piece from our Activewear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000592.jpg,Fall 2025
SKU_000593,Vintage White Outerwear,Outerwear,Men's,LuxLine,388.85,40,560,4.3,2730,False,collab|bestseller|premium|new-arrival,White,XS-3XL,A vintage white piece from our Outerwear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000593.jpg,Spring 2026
SKU_000594,Relaxed Navy Footwear,Footwear,Women's,LuxLine,159.13,10,783,3.9,416,False,limited|sustainable|premium,Navy,6-14,A relaxed navy piece from our Footwear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000594.jpg,Fall 2025
SKU_000595,Sport Cobalt Accessories,Accessories,Unisex,Atelier,359.02,30,948,3.7,1990,False,athletic|casual,Cobalt,XS-XL,A sport cobalt piece from our Accessories collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000595.jpg,Winter 2025
SKU_000596,Premium Olive Basics,Basics,Women's,LuxLine,55.0,20,348,4.1,4831,False,bestseller,Olive,XS-3XL,A premium olive piece from our Basics collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000596.jpg,Summer 2025
SKU_000597,Elevated Cobalt Formal,Formal,Women's,Atelier,22.81,40,104,4.3,4357,False,sustainable|premium|casual|workwear,Cobalt,6-14,A elevated cobalt piece from our Formal collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000597.jpg,Summer 2025
SKU_000598,Premium White Swimwear,Swimwear,Kids,Meridian,121.2,0,72,4.0,4309,True,collab|athletic|limited,White,XS-3XL,A premium white piece from our Swimwear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000598.jpg,Spring 2026
SKU_000599,Sport Navy Loungewear,Loungewear,Unisex,CoreBasics,365.47,20,911,2.9,311,False,premium,Navy,6-14,A sport navy piece from our Loungewear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000599.jpg,Summer 2025
SKU_000600,Premium White Sportswear,Sportswear,Kids,Arc,153.25,0,481,3.9,2293,False,bestseller|collab|casual,White,XS-XL,A premium white piece from our Sportswear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000600.jpg,Fall 2025
SKU_000601,Classic Olive Denim,Denim,Unisex,Atelier,87.41,0,248,4.2,2780,False,workwear|bestseller,Olive,XS-XL,A classic olive piece from our Denim collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000601.jpg,Winter 2025
SKU_000602,Sport Camel Activewear,Activewear,Unisex,UrbanThread,98.19,20,504,4.8,1684,False,athletic|collab,Camel,S-XXL,A sport camel piece from our Activewear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000602.jpg,Spring 2026
SKU_000603,Essential Terracotta Outerwear,Outerwear,Women's,Foundry,285.65,0,18,3.4,526,False,collab|workwear|premium|sustainable,Terracotta,6-14,A essential terracotta piece from our Outerwear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000603.jpg,Winter 2025
SKU_000604,Tech Black Footwear,Footwear,Women's,Foundry,401.76,20,305,4.0,1058,False,sustainable|premium|athletic,Black,6-14,A tech black piece from our Footwear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000604.jpg,Winter 2025
SKU_000605,Urban Navy Accessories,Accessories,Men's,CoreBasics,420.93,10,434,3.9,4792,True,athletic|workwear|trending,Navy,S-XXL,A urban navy piece from our Accessories collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000605.jpg,Spring 2026
SKU_000606,Sport Cobalt Basics,Basics,Unisex,DriftCo,283.39,0,416,3.2,3345,False,collab,Cobalt,XS-3XL,A sport cobalt piece from our Basics collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000606.jpg,Spring 2026
SKU_000607,Elevated Cream Formal,Formal,Unisex,Atelier,409.75,15,689,4.3,1138,True,casual|trending,Cream,XS-XL,A elevated cream piece from our Formal collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000607.jpg,Winter 2025
SKU_000608,Urban Terracotta Swimwear,Swimwear,Women's,PeakWear,287.03,30,260,4.3,1761,True,workwear|collab,Terracotta,XS-XL,A urban terracotta piece from our Swimwear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000608.jpg,Capsule
SKU_000609,Classic Grey Loungewear,Loungewear,Men's,Foundry,251.22,0,475,4.6,3905,False,casual|sustainable|new-arrival,Grey,XS-XL,A classic grey piece from our Loungewear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000609.jpg,Fall 2025
SKU_000610,Urban Navy Sportswear,Sportswear,Women's,LuxLine,408.14,20,984,3.5,4172,False,limited,Navy,6-14,A urban navy piece from our Sportswear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000610.jpg,Winter 2025
SKU_000611,Vintage Burgundy Denim,Denim,Unisex,Arc,65.57,10,603,4.3,4215,False,casual|sustainable|new-arrival|collab,Burgundy,XS-XL,A vintage burgundy piece from our Denim collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000611.jpg,Winter 2025
SKU_000612,Tech Black Activewear,Activewear,Women's,NeoFit,137.04,0,182,3.9,1442,False,new-arrival|workwear|trending|premium,Black,XS-3XL,A tech black piece from our Activewear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000612.jpg,Winter 2025
SKU_000613,Essential Olive Outerwear,Outerwear,Men's,DriftCo,29.8,30,120,4.3,2672,False,trending|new-arrival|limited,Olive,6-14,A essential olive piece from our Outerwear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000613.jpg,Fall 2025
SKU_000614,Slim Burgundy Footwear,Footwear,Men's,Atelier,107.34,15,605,2.9,3132,False,premium,Burgundy,6-14,A slim burgundy piece from our Footwear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000614.jpg,Summer 2025
SKU_000615,Slim Burgundy Accessories,Accessories,Unisex,LuxLine,227.35,5,372,2.9,1944,False,limited,Burgundy,6-14,A slim burgundy piece from our Accessories collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000615.jpg,Winter 2025
SKU_000616,Tech White Basics,Basics,Men's,PeakWear,340.22,15,10,3.3,3573,False,new-arrival,White,6-14,A tech white piece from our Basics collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000616.jpg,Summer 2025
SKU_000617,Slim Cobalt Formal,Formal,Women's,LuxLine,194.61,25,183,3.5,3436,False,athletic,Cobalt,XS-3XL,A slim cobalt piece from our Formal collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000617.jpg,Winter 2025
SKU_000618,Elevated Burgundy Swimwear,Swimwear,Kids,Arc,380.59,10,705,3.9,3353,False,trending|casual|sustainable,Burgundy,S-XXL,A elevated burgundy piece from our Swimwear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000618.jpg,Fall 2025
SKU_000619,Tech Black Loungewear,Loungewear,Unisex,Foundry,144.56,0,223,4.5,4376,False,collab,Black,XS-3XL,A tech black piece from our Loungewear collection. Crafted for comfort and style.,https://shopmind.demo/images/SKU_000619.jpg,Spring 2026
